City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Condition
261,Mitu,CO,2022-08-09 05:14:46,1.1983,-70.1733,70.99,98,46,1.28,scattered clouds
262,Chernyshevskiy,RU,2022-08-09 05:14:47,63.0128,112.4714,63.86,57,96,4.36,overcast clouds
263,Thunder Bay,CA,2022-08-09 05:14:47,48.4001,-89.3168,55.31,94,0,2.3,clear sky
264,Broken Hill,AU,2022-08-09 05:15:48,-31.95,141.4333,61.03,33,5,5.32,clear sky
265,Singaparna,ID,2022-08-09 05:15:48,-7.3515,108.111,81.73,62,60,5.37,broken clouds
266,Hare Bay,CA,2022-08-09 05:15:48,48.8499,-54.0148,53.2,81,99,4.43,overcast clouds
267,Alofi,NU,2022-08-09 05:15:49,-19.0595,-169.9187,75.09,83,8,5.75,clear sky
268,Hobyo,SO,2022-08-09 05:15:49,5.3505,48.5268,78.48,73,61,24.81,broken clouds
269,Severo-Kurilsk,RU,2022-08-09 05:15:49,50.6789,156.125,55.24,96,100,21.77,overcast clouds
270,Bereda,ES,2022-08-09 05:15:50,43.2686,-7.5406,61.14,100,33,4.32,scattered clouds
271,Santa Maria,BR,2022-08-09 05:15:50,-29.6842,-53.8069,54.27,87,100,9.89,overcast clouds
272,Tokmak,UA,2022-08-09 05:15:51,47.2514,35.7058,84.09,20,0,8.66,clear sky
273,Muli,MV,2022-08-09 05:15:51,2.9167,73.5667,82.06,77,95,11.54,overcast clouds
274,Raudeberg,NO,2022-08-09 05:15:52,61.9875,5.1352,56.95,63,100,16.33,light rain
275,Oranjemund,NA,2022-08-09 05:15:52,-28.55,16.4333,53.55,80,5,7.7,clear sky
276,Suleja,NG,2022-08-09 05:15:53,9.1758,7.1808,72.59,99,98,2.35,light rain
277,Ust-Omchug,RU,2022-08-09 05:15:53,61.15,149.6333,75.33,32,10,3.71,clear sky
278,Bilma,NE,2022-08-09 05:15:53,18.6853,12.9164,83.68,51,74,6.11,broken clouds
279,Muzaffarabad,PK,2022-08-09 05:15:54,34.37,73.4711,86.2,71,3,3.87,clear sky
280,Indramayu,ID,2022-08-09 05:15:54,-6.3264,108.32,86.31,54,10,6.38,clear sky
281,Dharchula,IN,2022-08-09 05:15:55,29.85,80.5333,86.36,55,97,2.37,overcast clouds
282,Sao Joao Da Barra,BR,2022-08-09 05:15:55,-21.6403,-41.0511,68.22,88,75,6.62,broken clouds
283,Asau,RO,2022-08-09 05:15:56,46.4333,26.4,69.28,81,12,2.66,few clouds
284,Las Matas De Farfan,DO,2022-08-09 05:15:56,18.8731,-71.5166,72.34,92,99,2.17,overcast clouds
285,Upernavik,GL,2022-08-09 05:15:56,72.7868,-56.1549,42.6,83,100,3.29,overcast clouds
286,Sapouy,BF,2022-08-09 05:15:57,11.5544,-1.7736,73.38,86,44,5.01,scattered clouds
287,Yulara,AU,2022-08-09 05:15:57,-25.2406,130.9889,80.56,18,68,14.63,broken clouds
288,Fairbanks,US,2022-08-09 05:15:58,64.8378,-147.7164,59.0,79,100,33.38,light rain
289,Nabire,ID,2022-08-09 05:15:58,-3.3667,135.4833,79.18,84,100,3.96,overcast clouds
290,Hami,CN,2022-08-09 05:15:58,42.8,93.45,98.65,15,0,6.6,clear sky
291,Sorong,ID,2022-08-09 05:15:59,-0.8833,131.25,82.17,73,41,4.23,scattered clouds
292,Namibe,AO,2022-08-09 05:15:59,-15.1961,12.1522,60.64,94,2,3.02,clear sky
293,Somerset,US,2022-08-09 05:15:02,40.5668,-74.5496,84.97,79,75,0.0,broken clouds
294,Soure,BR,2022-08-09 05:14:55,-0.7167,-48.5233,79.0,83,74,8.93,broken clouds
295,Plettenberg Bay,ZA,2022-08-09 05:16:00,-34.0527,23.3716,58.48,70,62,6.6,broken clouds
296,Panalingaan,PH,2022-08-09 05:16:00,8.7842,117.4231,87.13,60,72,8.05,light rain
297,Kudahuvadhoo,MV,2022-08-09 05:16:00,2.6708,72.8944,81.99,76,95,9.37,overcast clouds
298,Kiruna,SE,2022-08-09 05:16:01,67.8557,20.2251,45.52,81,0,6.91,light rain
299,Acapulco,MX,2022-08-09 05:16:01,16.8634,-99.8901,84.02,79,100,3.44,overcast clouds
300,Saint-Joseph,RE,2022-08-09 05:16:01,-21.3667,55.6167,73.78,74,18,11.01,few clouds
301,Haines Junction,CA,2022-08-09 05:16:02,60.7522,-137.5108,51.75,62,100,3.44,overcast clouds
302,Esperance,AU,2022-08-09 05:16:02,-33.8667,121.9,55.63,65,38,18.88,scattered clouds
303,Balsa,RO,2022-08-09 05:16:03,46.0333,23.1167,64.85,87,73,1.72,broken clouds
304,Itambacuri,BR,2022-08-09 05:16:03,-18.0311,-41.685,65.66,80,17,3.22,few clouds
305,Olafsvik,IS,2022-08-09 05:16:03,64.8945,-23.7142,51.71,96,100,16.02,light rain
306,Leningradskiy,RU,2022-08-09 05:16:04,69.3833,178.4167,39.33,81,56,3.87,broken clouds
307,Manaure,CO,2022-08-09 05:16:04,11.7751,-72.4445,81.39,76,0,14.16,clear sky
308,Tazovskiy,RU,2022-08-09 05:16:04,67.4667,78.7,56.41,80,28,13.98,light rain
309,Woodward,US,2022-08-09 05:16:05,36.4337,-99.3904,77.92,71,0,6.91,clear sky
310,Corinth,GR,2022-08-09 05:16:05,37.9407,22.9573,84.88,46,0,12.08,clear sky
311,Bundaberg,AU,2022-08-09 05:16:06,-24.85,152.35,66.58,44,0,2.37,clear sky
312,Lata,PT,2022-08-09 05:16:06,40.1629,-8.3327,59.31,90,0,0.2,clear sky
313,Udon Thani,TH,2022-08-09 05:17:06,17.3333,102.8333,84.11,74,75,6.91,broken clouds
314,Arroyo,ES,2022-08-09 05:17:07,41.6096,-4.7969,67.59,72,0,8.05,clear sky
315,Prijepolje,RS,2022-08-09 05:17:07,43.3719,19.6406,62.28,90,48,1.34,scattered clouds
316,Grindavik,IS,2022-08-09 05:17:08,63.8424,-22.4338,53.55,100,100,23.02,moderate rain
317,Amaraji,BR,2022-08-09 05:17:08,-8.3831,-35.4525,67.77,89,66,3.96,broken clouds
318,Antalaha,MG,2022-08-09 05:14:57,-14.9003,50.2788,72.59,72,64,10.42,broken clouds
319,Okhotsk,RU,2022-08-09 05:17:09,59.3833,143.3,65.35,59,100,23.91,overcast clouds
320,Tenkodogo,BF,2022-08-09 05:17:09,11.78,-0.3697,75.88,82,97,7.27,light rain
321,Saldanha,ZA,2022-08-09 05:17:10,-33.0117,17.9442,54.14,78,1,4.0,clear sky
322,Dunedin,NZ,2022-08-09 05:15:44,-45.8742,170.5036,42.8,62,67,5.99,broken clouds
323,Jalu,LY,2022-08-09 05:17:10,29.0331,21.5482,79.3,64,0,7.29,clear sky
324,Kaiwaka,NZ,2022-08-09 05:17:11,-36.1667,174.45,54.14,90,90,4.45,overcast clouds
325,Praia Da Vitoria,PT,2022-08-09 05:17:11,38.7333,-27.0667,70.75,83,20,4.56,few clouds
326,Lakatoro,VU,2022-08-09 05:17:12,-16.0999,167.4164,80.37,76,34,5.12,scattered clouds
327,Grand Gaube,MU,2022-08-09 05:17:12,-20.0064,57.6608,73.8,73,3,5.99,light rain
328,Kendari,ID,2022-08-09 05:17:12,-3.945,122.4989,83.46,72,95,1.74,overcast clouds
329,Talnakh,RU,2022-08-09 05:17:13,69.4865,88.3972,65.21,86,77,3.51,light rain
330,Ishigaki,JP,2022-08-09 05:17:14,24.3448,124.1572,91.53,66,20,8.05,few clouds
331,Porto Novo,BJ,2022-08-09 05:17:14,6.4965,2.6036,75.02,88,100,5.64,overcast clouds
332,Tambilil,PH,2022-08-09 05:17:14,5.9622,124.6697,89.49,73,100,3.67,overcast clouds
333,Alice Springs,AU,2022-08-09 05:17:15,-23.7,133.8833,76.55,9,5,11.5,clear sky
334,Marovoay,MG,2022-08-09 05:17:15,-16.1,46.6333,71.1,54,3,9.64,clear sky
335,Touros,BR,2022-08-09 05:17:16,-5.1989,-35.4608,72.39,90,34,11.88,scattered clouds
336,Toropets,RU,2022-08-09 05:17:16,56.4978,31.6353,59.22,71,84,2.06,broken clouds
337,Aklavik,CA,2022-08-09 05:17:17,68.2191,-135.0107,55.02,81,100,7.02,light rain
338,Wanning,CN,2022-08-09 05:17:17,18.8003,110.3967,83.16,85,100,11.88,moderate rain
339,Poli,TZ,2022-08-09 05:17:17,-3.3333,36.8,54.41,85,75,5.5,broken clouds
340,Iskateley,RU,2022-08-09 05:17:18,67.6803,53.1512,56.97,63,32,14.92,scattered clouds
341,Labuhan,ID,2022-08-09 05:17:19,-6.8844,112.2051,88.25,54,5,4.72,clear sky
342,Sundargarh,IN,2022-08-09 05:17:19,22.1167,84.0333,82.29,81,95,14.9,overcast clouds
343,Shar,KZ,2022-08-09 05:17:19,49.5886,81.0453,79.03,31,98,5.75,overcast clouds
344,Tutoia,BR,2022-08-09 05:17:20,-2.7619,-42.2744,78.28,79,9,12.57,clear sky
345,Kochki,RU,2022-08-09 05:17:20,54.3358,80.4806,77.47,45,43,10.92,scattered clouds
346,Bedford,GB,2022-08-09 05:17:21,52.1346,-0.4663,59.09,89,1,2.48,clear sky
347,Manutuke,NZ,2022-08-09 05:17:21,-38.6833,177.9167,52.74,90,100,13.71,overcast clouds
348,Shalya,RU,2022-08-09 05:17:21,57.2471,58.7298,74.68,64,62,2.66,broken clouds
349,Ixtapa,MX,2022-08-09 05:17:22,20.7,-105.2,79.23,94,100,2.3,thunderstorm
350,Esmeraldas,BR,2022-08-09 05:17:22,-19.7625,-44.3139,65.26,58,94,3.44,overcast clouds
351,Oranjestad,AW,2022-08-09 05:17:23,12.524,-70.027,82.35,83,40,16.11,scattered clouds
352,Sao Filipe,CV,2022-08-09 05:17:23,14.8961,-24.4956,78.75,82,77,3.44,broken clouds
353,Temecula,US,2022-08-09 05:13:07,33.4936,-117.1484,84.51,48,0,3.44,clear sky
354,Vaasa,FI,2022-08-09 05:17:24,63.096,21.6158,55.94,87,0,2.3,clear sky
355,Zyryanovsk,KZ,2022-08-09 05:17:24,49.7386,84.2719,82.47,26,98,2.48,overcast clouds
356,Beringovskiy,RU,2022-08-09 05:17:25,63.05,179.3167,47.07,64,14,5.44,few clouds
357,Kirakira,SB,2022-08-09 05:17:25,-10.4544,161.9205,82.18,76,22,5.39,few clouds
358,Cayenne,GF,2022-08-09 05:17:26,4.9333,-52.3333,80.1,1,0,0.0,clear sky
359,Luau,AO,2022-08-09 05:17:26,-10.7073,22.2247,57.38,39,0,3.53,clear sky
360,Taltal,CL,2022-08-09 05:18:27,-25.4,-70.4833,59.27,60,1,2.93,clear sky
361,North Platte,US,2022-08-09 05:18:27,41.1239,-100.7654,71.49,71,0,9.22,clear sky
362,Cambre,ES,2022-08-09 05:18:28,43.2944,-8.3474,68.02,80,0,1.14,clear sky
363,Henties Bay,NA,2022-08-09 05:18:28,-22.116,14.2845,53.94,84,17,5.93,few clouds
364,Pedernales,DO,2022-08-09 05:18:28,18.0384,-71.744,82.44,74,95,4.68,overcast clouds
365,Katsuura,JP,2022-08-09 05:18:29,35.1333,140.3,84.87,76,66,23.09,broken clouds
366,Maningrida,AU,2022-08-09 05:18:29,-12.0667,134.2667,87.55,47,33,14.76,scattered clouds
367,Hasaki,JP,2022-08-09 05:18:30,35.7333,140.8333,95.29,76,86,26.69,overcast clouds
368,Fortuna,US,2022-08-09 05:18:30,40.5982,-124.1573,59.99,87,0,6.91,clear sky
369,Komsomolskiy,UZ,2022-08-09 05:18:30,40.4272,71.7189,88.52,23,0,6.91,clear sky
370,Saint-Augustin,CA,2022-08-09 05:18:31,51.226,-58.6502,55.33,71,100,1.3,overcast clouds
371,Mount Gambier,AU,2022-08-09 05:18:31,-37.8333,140.7667,58.3,50,18,3.38,few clouds
372,Xingcheng,CN,2022-08-09 05:18:31,40.6167,120.7167,70.48,74,100,13.44,overcast clouds
373,Ostersund,SE,2022-08-09 05:18:32,63.1792,14.6357,58.6,82,0,3.44,clear sky
374,Garissa,KE,2022-08-09 05:18:32,-0.4536,39.6401,72.57,73,71,20.58,broken clouds
375,Bridlington,GB,2022-08-09 05:18:32,54.0831,-0.1919,56.89,83,8,2.64,clear sky
376,Andenes,NO,2022-08-09 05:18:33,69.3143,16.1194,55.38,88,75,18.41,light intensity drizzle
377,Pochutla,MX,2022-08-09 05:18:33,15.7432,-96.4661,77.83,89,100,4.18,overcast clouds
378,Santa Isabel Do Rio Negro,BR,2022-08-09 05:18:34,-0.4139,-65.0192,74.03,93,68,1.52,broken clouds
379,Umm Kaddadah,SD,2022-08-09 05:18:34,13.6017,26.6876,77.07,70,100,8.03,overcast clouds
380,Ribeira Grande,PT,2022-08-09 05:18:34,38.5167,-28.7,73.8,78,2,10.71,clear sky
381,Bukachacha,RU,2022-08-09 05:18:35,52.9833,116.9167,67.77,36,6,12.82,clear sky
382,Hay River,CA,2022-08-09 05:15:03,60.8156,-115.7999,51.78,93,20,2.3,few clouds
383,Barsovo,RU,2022-08-09 05:18:35,61.1667,73.1667,80.73,46,3,7.54,clear sky
384,Puerto Escondido,MX,2022-08-09 05:18:36,15.85,-97.0667,81.43,100,75,0.0,broken clouds
385,Samana,DO,2022-08-09 05:15:32,19.2056,-69.3369,78.8,86,84,8.77,broken clouds
386,Awbari,LY,2022-08-09 05:18:36,26.5921,12.7805,80.42,24,3,8.32,clear sky
387,Sao Miguel Do Araguaia,BR,2022-08-09 05:13:46,-13.275,-50.1628,76.73,38,40,2.35,scattered clouds
388,Itacurubi Del Rosario,PY,2022-08-09 05:18:37,-24.5,-56.6833,54.97,96,60,3.71,broken clouds
389,Galle,LK,2022-08-09 05:18:37,6.0367,80.217,80.56,79,100,12.33,overcast clouds
390,Huron,US,2022-08-09 05:15:31,41.1501,-82.5499,74.66,95,96,6.29,overcast clouds
391,Usinsk,RU,2022-08-09 05:18:38,65.9939,57.5281,63.12,53,72,13.13,broken clouds
392,Halifax,CA,2022-08-09 05:18:38,44.6453,-63.5724,66.09,97,100,5.99,overcast clouds
393,Neuquen,AR,2022-08-09 05:13:42,-38.9516,-68.0591,42.93,77,85,7.4,overcast clouds
394,Korla,CN,2022-08-09 05:18:38,41.7597,86.1469,95.85,19,10,8.37,clear sky
395,Salcininkai,LT,2022-08-09 05:18:39,54.3,25.3833,59.09,82,43,3.96,scattered clouds
396,Morwa,IN,2022-08-09 05:18:39,22.9,73.8333,86.16,74,96,2.46,overcast clouds
397,Lagoa,PT,2022-08-09 05:18:40,39.05,-27.9833,72.95,78,26,12.06,scattered clouds
398,Dalby,AU,2022-08-09 05:18:12,-27.1833,151.2667,62.53,34,0,8.01,clear sky
399,Paamiut,GL,2022-08-09 05:18:40,61.994,-49.6678,41.34,89,100,16.55,overcast clouds
400,Rajauri,IN,2022-08-09 05:15:16,33.3833,74.3,83.7,70,13,4.34,few clouds
401,Souillac,MU,2022-08-09 05:18:41,-20.5167,57.5167,73.78,73,40,12.66,scattered clouds
402,Mersing,MY,2022-08-09 05:18:41,2.4312,103.8405,89.51,74,40,10.36,scattered clouds
403,Byron Bay,AU,2022-08-09 05:18:42,-28.65,153.6167,62.71,60,15,14.54,few clouds
404,Chimoio,MZ,2022-08-09 05:18:42,-19.1164,33.4833,55.26,88,0,4.32,clear sky
405,Sorata,BO,2022-08-09 05:18:42,-15.7667,-68.6333,43.79,75,98,2.64,overcast clouds
406,Praia,CV,2022-08-09 05:15:43,14.9215,-23.5087,77.54,88,20,6.91,few clouds
407,Morondava,MG,2022-08-09 05:18:43,-20.2833,44.2833,69.49,77,0,6.35,clear sky
408,Banyo,CM,2022-08-09 05:18:43,6.75,11.8167,62.33,97,96,0.63,overcast clouds
409,Ulundi,ZA,2022-08-09 05:19:44,-28.3352,31.4162,58.03,79,23,4.99,few clouds
410,Dawlatabad,AF,2022-08-09 05:19:44,36.4141,64.9053,89.89,17,0,6.33,clear sky
411,Leopold,AU,2022-08-09 05:19:45,-38.1833,144.4667,58.21,63,9,9.22,clear sky
412,Batken,KG,2022-08-09 05:19:45,39.8333,71.0,68.52,30,0,5.68,clear sky
413,Airai,TL,2022-08-09 05:19:45,-8.9266,125.4092,76.06,42,84,5.3,broken clouds
414,Banda,IN,2022-08-09 05:19:00,25.4833,80.3333,94.08,52,37,14.56,scattered clouds
415,Great Bend,US,2022-08-09 05:19:46,38.3645,-98.7648,74.03,65,0,5.75,clear sky
416,Peniche,PT,2022-08-09 05:15:59,39.3558,-9.3811,67.1,89,5,2.44,clear sky
417,Marana,US,2022-08-09 05:19:46,32.4367,-111.2254,89.94,48,0,3.44,clear sky
418,Sinnamary,GF,2022-08-09 05:19:47,5.3833,-52.95,77.86,86,95,10.54,overcast clouds
419,Juba,SS,2022-08-09 05:19:47,4.8517,31.5825,70.0,94,66,1.86,moderate rain
420,Ust-Maya,RU,2022-08-09 05:19:48,60.4167,134.5333,56.37,90,100,7.18,light rain
421,Mercedes,AR,2022-08-09 05:19:48,-34.6515,-59.4307,45.64,75,100,7.34,overcast clouds
422,Kropotkin,RU,2022-08-09 05:19:48,45.4375,40.5756,81.07,30,0,13.15,clear sky
423,Sterling,US,2022-08-09 05:19:49,39.0062,-77.4286,81.39,87,75,5.99,broken clouds
424,Biak,ID,2022-08-09 05:19:49,-0.9131,122.8766,79.59,82,55,6.91,broken clouds
425,Bengkulu,ID,2022-08-09 05:19:50,-3.8004,102.2655,83.86,71,7,8.77,clear sky
426,Portland,US,2022-08-09 05:15:09,45.5234,-122.6762,74.03,69,20,7.0,few clouds
427,Balabac,PH,2022-08-09 05:19:50,7.9868,117.0645,84.83,67,96,6.46,moderate rain
428,Weilheim,DE,2022-08-09 05:19:51,47.8333,11.15,58.05,92,4,1.86,clear sky
429,Sao Borja,BR,2022-08-09 05:19:51,-28.6606,-56.0044,51.94,90,100,9.26,overcast clouds
430,Sangar,RU,2022-08-09 05:19:51,63.9242,127.4739,72.36,52,42,6.38,scattered clouds
431,Quzhou,CN,2022-08-09 05:19:52,28.9594,118.8686,97.59,45,45,2.15,scattered clouds
432,Chupa,RU,2022-08-09 05:19:52,66.27,33.0549,56.7,65,47,1.72,scattered clouds
433,Sabya,SA,2022-08-09 05:19:52,17.1495,42.6254,85.62,68,88,3.51,overcast clouds
434,Vanavara,RU,2022-08-09 05:19:53,60.34,102.2797,63.03,72,86,0.63,light rain
435,Kargasok,RU,2022-08-09 05:19:54,59.0556,80.8572,72.03,46,38,5.23,scattered clouds
436,Kushima,JP,2022-08-09 05:19:54,31.4583,131.2333,90.14,61,90,8.16,overcast clouds
437,Izhma,RU,2022-08-09 05:19:54,65.0083,53.9113,64.29,48,77,6.02,broken clouds
438,Mangaluru,IN,2022-08-09 05:19:55,12.8667,74.8833,81.46,83,75,16.11,broken clouds
439,Solnechnyy,RU,2022-08-09 05:19:55,50.7214,136.6319,69.12,50,69,9.04,broken clouds
440,Licheng,CN,2022-08-09 05:19:56,23.2955,113.8284,77.92,91,93,7.47,moderate rain
441,Christchurch,NZ,2022-08-09 05:15:19,-43.5333,172.6333,43.92,57,100,9.22,overcast clouds
442,Constitucion,CL,2022-08-09 05:19:56,-35.3333,-72.4167,46.69,85,5,7.02,clear sky
443,Caravelas,BR,2022-08-09 05:19:57,-17.7125,-39.2481,71.49,78,5,7.76,clear sky
444,Keta,GH,2022-08-09 05:19:57,5.9179,0.9879,73.44,88,86,10.49,overcast clouds
445,Middelburg,ZA,2022-08-09 05:19:57,-25.7751,29.4648,45.03,73,0,10.16,clear sky
446,Lodwar,KE,2022-08-09 05:19:58,3.1191,35.5973,78.78,48,72,10.94,broken clouds
447,Port-Cartier,CA,2022-08-09 05:19:58,50.0334,-66.8654,56.75,70,100,3.69,overcast clouds
448,Cartagena,CO,2022-08-09 05:18:40,10.3997,-75.5144,82.02,83,0,6.91,clear sky
449,Dong Hoi,VN,2022-08-09 05:18:27,17.4833,106.6,85.69,73,100,13.6,overcast clouds
450,Omboue,GA,2022-08-09 05:19:59,-1.5746,9.2618,71.96,84,100,6.73,overcast clouds
451,Necochea,AR,2022-08-09 05:19:59,-38.5473,-58.7368,42.96,67,86,6.58,overcast clouds
452,Saraland,US,2022-08-09 05:19:59,30.8207,-88.0706,74.3,92,89,1.41,overcast clouds
453,Provideniya,RU,2022-08-09 05:20:00,64.3833,-173.3,55.51,54,0,11.18,clear sky
454,Prnjavor,BA,2022-08-09 05:20:00,44.8703,17.6628,65.46,92,100,1.9,overcast clouds
455,Nemuro,JP,2022-08-09 05:21:01,43.3236,145.575,67.64,94,100,14.99,heavy intensity rain
456,Bonthe,SL,2022-08-09 05:21:01,7.5264,-12.505,75.83,88,100,5.68,light rain
457,Bouar,CF,2022-08-09 05:21:01,5.934,15.596,62.58,97,85,3.87,overcast clouds
458,Qiongshan,CN,2022-08-09 05:21:02,20.0058,110.3542,82.38,83,40,11.18,light intensity shower rain
459,Muroto,JP,2022-08-09 05:21:02,33.2833,134.15,85.39,75,99,9.95,overcast clouds
460,Ust-Kuyga,RU,2022-08-09 05:21:03,70.0167,135.6,67.82,45,88,10.96,overcast clouds
461,Riyadh,SA,2022-08-09 05:20:13,24.6877,46.7219,100.54,24,5,16.22,clear sky
462,Royan,FR,2022-08-09 05:21:03,45.6285,-1.0281,67.82,48,82,13.53,broken clouds
463,Bathsheba,BB,2022-08-09 05:21:04,13.2167,-59.5167,81.21,89,75,17.27,broken clouds
464,Tessalit,ML,2022-08-09 05:21:04,20.1986,1.0114,88.79,43,76,19.17,broken clouds
465,Ternate,ID,2022-08-09 05:21:04,0.8,127.4,82.78,73,79,8.23,broken clouds
466,Stargard Szczecinski,PL,2022-08-09 05:21:05,53.3367,15.0499,65.34,59,100,5.26,overcast clouds
467,Smiltene,LV,2022-08-09 05:21:05,57.4244,25.9016,54.55,79,70,2.28,broken clouds
468,Winslow,US,2022-08-09 05:21:06,35.0242,-110.6974,69.98,78,0,11.5,clear sky
469,Humboldt,US,2022-08-09 05:21:06,40.6665,-123.9178,52.59,97,3,1.68,clear sky
470,Vestmannaeyjar,IS,2022-08-09 05:21:06,63.4427,-20.2734,53.01,97,100,27.16,light rain
471,Gizo,SB,2022-08-09 05:21:07,-8.103,156.8419,83.71,69,61,4.63,light rain
472,Vanimo,PG,2022-08-09 05:21:07,-2.6741,141.3028,82.8,73,79,7.99,broken clouds
473,Pietarsaari,FI,2022-08-09 05:21:07,63.65,22.6833,57.88,82,71,8.12,broken clouds
474,Hurghada,EG,2022-08-09 05:21:08,27.2574,33.8129,89.44,36,12,25.1,few clouds
475,Gisborne,NZ,2022-08-09 05:21:08,-38.6533,178.0042,53.08,88,100,16.11,overcast clouds
476,Suffolk,US,2022-08-09 05:21:09,40.8668,-72.7996,80.65,89,0,11.5,clear sky
477,Vilhena,BR,2022-08-09 05:21:09,-12.7406,-60.1458,66.92,92,82,1.36,moderate rain
478,Honiara,SB,2022-08-09 05:16:19,-9.4333,159.95,83.98,69,66,3.38,broken clouds
479,Vila Franca Do Campo,PT,2022-08-09 05:21:10,37.7167,-25.4333,68.41,88,57,2.84,light rain
480,La Palma,US,2022-08-09 05:21:11,33.8464,-118.0467,85.91,78,0,4.61,clear sky
481,Kawhia,NZ,2022-08-09 05:21:11,-38.0651,174.8183,54.52,87,98,10.16,overcast clouds
482,Pahrump,US,2022-08-09 05:21:12,36.2083,-115.9839,91.45,54,100,3.87,overcast clouds
483,Lakes Entrance,AU,2022-08-09 05:21:12,-37.8811,147.981,56.16,65,8,6.78,clear sky
484,Novosergiyevka,RU,2022-08-09 05:21:13,52.0934,53.6528,78.78,53,98,6.17,overcast clouds
485,Madhogarh,IN,2022-08-09 05:21:13,26.276,79.1869,94.15,51,65,11.7,broken clouds
486,Port Blair,IN,2022-08-09 05:21:13,11.6667,92.75,82.44,83,75,11.5,broken clouds
487,Chifeng,CN,2022-08-09 05:21:14,42.2683,118.9636,85.98,20,25,6.24,scattered clouds
488,Deniliquin,AU,2022-08-09 05:21:15,-35.5333,144.9667,58.75,38,0,3.29,clear sky
489,Pangkalanbuun,ID,2022-08-09 05:21:15,-2.6833,111.6167,90.37,54,42,6.08,scattered clouds
490,Filingue,NE,2022-08-09 05:21:15,14.3521,3.3168,81.12,74,100,9.37,overcast clouds
491,Russell,US,2022-08-09 05:21:16,32.3502,-85.1999,73.0,94,100,4.61,mist
492,Skegness,GB,2022-08-09 05:21:16,53.1436,0.3363,59.07,82,8,2.64,clear sky
493,Shunyi,CN,2022-08-09 05:21:17,40.125,116.6453,75.15,78,75,2.24,broken clouds
494,Danilov,RU,2022-08-09 05:21:18,58.1908,40.1717,60.37,79,100,5.14,overcast clouds
495,Zalari,RU,2022-08-09 05:21:18,53.5584,102.5065,73.65,44,64,4.32,broken clouds
496,North Bend,US,2022-08-09 05:21:18,43.4065,-124.2243,60.71,91,100,3.44,overcast clouds
497,Lukovetskiy,RU,2022-08-09 05:21:19,64.2956,41.9211,57.36,71,100,2.39,overcast clouds
498,Kodiak,US,2022-08-09 05:21:20,57.79,-152.4072,56.71,72,100,3.44,overcast clouds
499,Maracanau,BR,2022-08-09 05:21:20,-3.8767,-38.6256,78.75,83,40,13.8,scattered clouds
500,Visby,SE,2022-08-09 05:21:21,57.6409,18.296,60.82,94,0,2.3,clear sky
501,Kuandian,CN,2022-08-09 05:21:21,40.7286,124.7847,71.87,69,100,1.97,overcast clouds
502,Ekuvukeni,ZA,2022-08-09 05:21:22,-28.4675,30.1551,48.96,77,29,1.74,scattered clouds
503,Cairns,AU,2022-08-09 05:19:18,-16.9167,145.7667,80.06,68,100,14.97,overcast clouds
504,Hamilton,US,2022-08-09 05:22:22,39.1834,-84.5333,79.65,87,75,8.05,broken clouds
505,Adamovka,RU,2022-08-09 05:22:23,51.5223,59.9396,74.95,56,35,13.73,scattered clouds
506,Borba,BR,2022-08-09 05:22:23,-4.3878,-59.5939,73.36,82,86,1.95,overcast clouds
507,Murgab,TM,2022-08-09 05:22:24,37.4966,61.9714,87.67,30,0,4.61,clear sky
508,Baruun-Urt,MN,2022-08-09 05:22:24,46.6806,113.2792,78.71,26,2,10.11,clear sky
509,Kaeo,NZ,2022-08-09 05:22:25,-35.1,173.7833,58.32,85,21,1.23,few clouds
510,Vagay,RU,2022-08-09 05:22:25,57.9375,69.0217,76.57,49,3,4.72,clear sky
511,Edgewater,US,2022-08-09 05:22:25,28.9889,-80.9023,81.09,84,49,5.95,scattered clouds
512,Gold Coast,AU,2022-08-09 05:21:59,-28.0,153.4333,71.24,69,40,19.57,scattered clouds
513,Palmas Bellas,PA,2022-08-09 05:22:26,9.2319,-80.0867,77.34,89,100,3.62,overcast clouds
514,Tonj,SS,2022-08-09 05:22:27,7.2737,28.6822,72.72,90,100,3.0,overcast clouds
515,Fenoarivo,MG,2022-08-09 05:22:27,-18.933,47.4354,51.87,93,40,4.61,scattered clouds
516,Chumikan,RU,2022-08-09 05:22:28,54.7183,135.315,54.7,95,100,8.03,light rain
517,Havoysund,NO,2022-08-09 05:22:28,70.9963,24.6622,52.03,75,100,10.87,overcast clouds
518,Constantine,DZ,2022-08-09 05:18:13,36.365,6.6147,65.61,63,0,2.3,clear sky
519,Kismayo,SO,2022-08-09 05:22:29,-0.3582,42.5454,76.6,72,96,17.54,overcast clouds
520,Belyy Yar,RU,2022-08-09 05:22:29,53.6039,91.3903,76.89,38,0,8.95,clear sky
521,Lake City,US,2022-08-09 05:22:30,30.1897,-82.6393,71.78,100,0,0.0,clear sky
522,Pacific Grove,US,2022-08-09 05:18:43,36.6177,-121.9166,66.2,86,0,8.05,clear sky
523,Bandarbeyla,SO,2022-08-09 05:22:30,9.4942,50.8122,81.46,55,89,30.69,overcast clouds
524,Skjervoy,NO,2022-08-09 05:22:13,70.0311,20.9714,51.8,72,100,11.34,light rain
525,Coquimbo,CL,2022-08-09 05:22:31,-29.9533,-71.3436,49.73,81,0,4.61,clear sky
