City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Mairana,BO,2022-08-08 22:04:23,-18.1167,-63.9333,52.36,98,100,2.35
296,Kitui,KE,2022-08-08 22:04:23,-1.367,38.0106,58.64,86,30,5.77
297,Souillac,MU,2022-08-08 22:04:24,-20.5167,57.5167,70.18,78,40,10.36
298,Port Blair,IN,2022-08-08 22:04:24,11.6667,92.75,81.0,83,100,20.45
299,Gonen,TR,2022-08-08 22:04:24,40.1049,27.654,76.96,89,6,8.68
300,Kitimat,CA,2022-08-08 22:04:25,54.0524,-128.6534,77.92,39,0,2.55
301,Fairbanks,US,2022-08-08 22:02:12,64.8378,-147.7164,55.74,85,100,4.61
302,Longyearbyen,SJ,2022-08-08 22:04:25,78.2186,15.6401,48.04,76,75,13.8
303,Juneau,US,2022-08-08 22:02:56,58.3019,-134.4197,61.84,90,100,5.75
304,Krasnyy Oktyabr,RU,2022-08-08 22:04:26,56.1167,38.8833,57.38,97,86,4.38
305,Greensburg,US,2022-08-08 22:00:48,40.3015,-79.5389,87.6,69,40,10.36
306,Pokaran,IN,2022-08-08 22:04:27,26.9167,71.9167,87.06,71,64,0.72
307,Port Elizabeth,ZA,2022-08-08 22:01:32,-33.918,25.5701,58.1,99,18,2.3
308,Mossendjo,CG,2022-08-08 22:04:27,-2.9506,12.7261,68.65,82,94,4.34
309,Katsuura,JP,2022-08-08 22:04:28,35.1333,140.3,82.13,83,100,20.56
310,Balyaga,RU,2022-08-08 22:04:28,51.1507,108.921,46.24,69,67,1.54
311,Okha,RU,2022-08-08 22:04:28,53.5739,142.9478,57.29,99,100,6.11
312,Muzhi,RU,2022-08-08 22:04:29,65.3667,64.6667,59.22,65,66,10.87
313,Namtsy,RU,2022-08-08 22:04:29,62.7161,129.6658,57.99,78,65,4.47
314,Touros,BR,2022-08-08 22:04:30,-5.1989,-35.4608,75.96,80,6,15.57
315,Adrar,MR,2022-08-08 22:04:30,20.5022,-10.0711,103.1,11,53,8.61
316,Antalaha,MG,2022-08-08 22:04:31,-14.9003,50.2788,66.99,83,37,7.94
317,Lerwick,GB,2022-08-08 22:04:31,60.1545,-1.1494,55.4,97,100,15.19
318,Sungaipenuh,ID,2022-08-08 22:04:32,-2.0833,101.3833,63.14,96,46,1.79
319,Caravelas,BR,2022-08-08 22:04:32,-17.7125,-39.2481,73.27,73,5,9.73
320,Kudahuvadhoo,MV,2022-08-08 22:04:32,2.6708,72.8944,81.45,78,98,11.56
321,Kahului,US,2022-08-08 22:03:39,20.8947,-156.47,87.82,63,0,23.02
322,Sorland,NO,2022-08-08 22:04:33,67.667,12.6934,53.46,86,100,26.51
323,Ixtapa,MX,2022-08-08 22:04:33,20.7,-105.2,89.22,70,40,10.36
324,Baykit,RU,2022-08-08 22:04:34,61.67,96.37,57.88,78,100,2.73
325,Bud,US,2022-08-08 22:04:34,39.447,-86.1758,88.75,75,23,12.55
326,Beibei,CN,2022-08-08 22:04:35,29.8256,106.4339,84.9,67,100,3.33
327,Ulaangom,MN,2022-08-08 22:05:35,49.9811,92.0667,64.96,50,100,2.35
328,Floro,NO,2022-08-08 22:02:58,61.5996,5.0328,58.23,94,100,13.8
329,Vardo,NO,2022-08-08 22:05:36,70.3705,31.1107,46.38,87,75,5.75
330,Bloomington,US,2022-08-08 22:02:00,44.8408,-93.2983,80.69,51,75,5.75
331,Pontianak,ID,2022-08-08 22:05:36,-0.0333,109.3333,76.98,100,100,3.44
332,Pangnirtung,CA,2022-08-08 22:05:37,66.1451,-65.7125,48.65,71,63,2.35
333,Palmerston,AU,2022-08-08 22:00:39,-12.486,130.9833,71.89,93,0,2.3
334,Yatou,CN,2022-08-08 22:05:37,37.15,122.3833,75.76,97,96,5.93
335,Raudeberg,NO,2022-08-08 22:05:38,61.9875,5.1352,56.86,65,100,20.94
336,Nyurba,RU,2022-08-08 22:05:38,63.2842,118.3319,56.03,89,93,5.66
337,Lavrentiya,RU,2022-08-08 22:05:39,65.5833,-171.0,41.68,85,100,13.2
338,Innisfail,AU,2022-08-08 22:05:39,-17.5333,146.0333,67.6,84,100,9.15
339,Santiago,CL,2022-08-08 22:05:39,-33.4569,-70.6483,60.24,44,0,3.44
340,Kalamnuri,IN,2022-08-08 22:05:40,19.6667,77.3333,72.18,94,100,15.1
341,Canby,US,2022-08-08 22:05:40,45.2629,-122.6926,91.02,30,0,9.22
342,Nemuro,JP,2022-08-08 22:05:41,43.3236,145.575,67.48,98,100,22.59
343,Grajau,BR,2022-08-08 22:05:41,-5.8194,-46.1386,83.21,32,98,3.53
344,Nola,IT,2022-08-08 22:02:28,40.922,14.5329,82.81,55,73,4.0
345,Kovur,IN,2022-08-08 22:05:42,14.4833,79.9833,82.31,61,89,16.06
346,Verkhoyansk,RU,2022-08-08 22:05:42,67.5447,133.385,64.29,63,95,2.86
347,Kavieng,PG,2022-08-08 22:05:42,-2.5744,150.7967,81.84,77,92,12.66
348,Kirando,TZ,2022-08-08 22:05:43,-7.4167,30.6,72.75,50,0,6.67
349,Bacolod,PH,2022-08-08 22:05:43,10.6667,122.95,77.38,83,100,3.44
350,Vestmannaeyjar,IS,2022-08-08 22:05:44,63.4427,-20.2734,52.56,93,100,21.63
351,Port-Gentil,GA,2022-08-08 22:05:44,-0.7193,8.7815,74.68,85,100,15.05
352,Ogden,US,2022-08-08 22:02:28,41.223,-111.9738,93.27,19,0,9.22
353,Sioux Lookout,CA,2022-08-08 22:05:45,50.1001,-91.917,79.74,36,26,8.7
354,Muscatine,US,2022-08-08 22:05:45,41.4667,-91.1335,77.18,73,75,11.5
355,Naze,JP,2022-08-08 22:05:45,28.3667,129.4833,80.64,73,71,4.56
356,Sampit,ID,2022-08-08 22:05:46,-2.5333,112.95,71.89,97,40,0.45
357,Arona,ES,2022-08-08 22:05:46,28.0996,-16.681,80.91,48,0,18.41
358,Imeni Poliny Osipenko,RU,2022-08-08 22:05:47,52.4201,136.4853,56.46,92,96,4.23
359,Smithers,CA,2022-08-08 22:05:48,54.7804,-127.1743,75.36,29,5,2.39
360,Mamou,GN,2022-08-08 22:05:48,10.5,-12.0,69.91,99,89,3.78
361,Grand Gaube,MU,2022-08-08 22:02:32,-20.0064,57.6608,70.2,78,3,4.0
362,Palmer,US,2022-08-08 22:05:49,42.1584,-72.3287,90.21,67,40,13.8
363,Stolac,BA,2022-08-08 22:05:50,43.0844,17.9575,70.57,80,73,6.76
364,Manicore,BR,2022-08-08 22:05:50,-5.8092,-61.3003,83.16,61,77,2.15
365,Coihaique,CL,2022-08-08 22:03:09,-45.5752,-72.0662,42.75,61,100,3.44
366,Yantal,RU,2022-08-08 22:05:51,56.8471,105.2542,45.75,93,2,1.88
367,Mirabad,AF,2022-08-08 22:05:51,30.4362,61.8383,90.91,20,7,21.36
368,Rundu,NA,2022-08-08 22:05:52,-17.9333,19.7667,63.14,27,0,4.81
369,Auki,SB,2022-08-08 22:05:52,-8.7676,160.7034,81.09,78,36,3.4
370,Sun City West,US,2022-08-08 22:05:53,33.662,-112.3413,105.01,33,9,5.99
371,Alugan,PH,2022-08-08 22:05:53,12.2188,125.4808,77.92,84,98,1.16
372,Tibati,CM,2022-08-08 22:05:54,6.4667,12.6333,66.13,96,96,2.28
373,Vila,PT,2022-08-08 22:05:54,42.0304,-8.1588,65.7,79,0,1.52
374,Darayya,SY,2022-08-08 22:06:55,33.459,36.2374,77.09,26,0,2.21
375,Qaqortoq,GL,2022-08-08 22:06:55,60.7167,-46.0333,45.5,76,100,4.92
376,La Palma,US,2022-08-08 22:06:55,33.8464,-118.0467,102.67,58,0,10.36
377,Aksarka,RU,2022-08-08 22:06:56,66.5606,67.7975,54.21,89,49,10.02
378,Hofn,IS,2022-08-08 22:06:25,64.2539,-15.2082,51.82,96,100,24.05
379,Alice Springs,AU,2022-08-08 22:06:57,-23.7,133.8833,36.95,56,4,0.0
380,Hay River,CA,2022-08-08 22:06:57,60.8156,-115.7999,54.64,77,69,13.06
381,Palu,ID,2022-08-08 22:06:57,-0.8917,119.8707,75.04,94,91,2.8
382,Hamada,JP,2022-08-08 22:06:58,34.8833,132.0833,79.27,84,100,7.07
383,Ketchikan,US,2022-08-08 22:05:11,55.3422,-131.6461,64.36,57,23,8.79
384,Viedma,AR,2022-08-08 22:06:58,-40.8135,-62.9967,47.14,68,100,2.73
385,Arefu,RO,2022-08-08 22:06:12,45.3333,24.6,62.4,81,99,5.77
386,Dunedin,NZ,2022-08-08 22:06:59,-45.8742,170.5036,40.8,80,92,7.0
387,Moen,NO,2022-08-08 22:06:59,69.1304,18.6123,46.87,93,75,1.14
388,Kysyl-Syr,RU,2022-08-08 22:06:59,63.8986,122.7617,56.93,86,100,5.55
389,Bambous Virieux,MU,2022-08-08 22:07:00,-20.3428,57.7575,70.05,78,40,10.36
390,Salalah,OM,2022-08-08 22:07:00,17.0151,54.0924,75.29,100,100,3.44
391,Hirara,JP,2022-08-08 22:07:00,24.8,125.2833,79.07,94,40,3.44
392,San Juan,AR,2022-08-08 22:04:56,-31.5375,-68.5364,48.02,51,9,8.77
393,Aracati,BR,2022-08-08 22:07:01,-4.5617,-37.7697,78.31,80,1,11.32
394,Henties Bay,NA,2022-08-08 22:07:01,-22.116,14.2845,54.81,87,28,8.08
395,Leh,IN,2022-08-08 22:07:02,34.1667,77.5833,64.18,57,68,6.42
396,Tawau,MY,2022-08-08 22:07:02,4.2498,117.8871,77.88,86,99,1.19
397,Sibolga,ID,2022-08-08 22:07:03,1.7427,98.7792,75.36,81,92,3.65
398,Nome,US,2022-08-08 22:07:04,64.5011,-165.4064,48.27,81,100,8.05
399,Gualdo Tadino,IT,2022-08-08 22:07:04,43.2317,12.781,66.15,84,41,4.0
400,Mazatlan,MX,2022-08-08 22:07:05,23.2167,-106.4167,89.91,67,75,4.0
401,San Rafael,AR,2022-08-08 22:07:05,-34.6177,-68.3301,40.3,85,93,6.17
402,Tambun,ID,2022-08-08 22:07:06,-6.2641,107.0712,80.04,77,12,2.98
403,Sao Filipe,CV,2022-08-08 22:02:11,14.8961,-24.4956,78.87,83,100,6.24
404,Itoman,JP,2022-08-08 22:07:06,26.1247,127.6694,84.97,82,40,4.61
405,Vegreville,CA,2022-08-08 22:07:07,53.5001,-112.0518,70.57,47,28,18.72
406,Buraydah,SA,2022-08-08 22:07:07,26.326,43.975,99.25,16,0,13.02
407,Taoudenni,ML,2022-08-08 22:07:08,22.6783,-3.9836,103.77,10,0,11.25
408,Zarubino,RU,2022-08-08 22:07:08,42.63,131.0922,65.84,69,53,9.15
409,Salinas,US,2022-08-08 22:03:06,36.6777,-121.6555,92.57,57,0,13.8
410,Bathsheba,BB,2022-08-08 22:03:32,13.2167,-59.5167,79.41,94,75,17.27
411,Krasnoselkup,RU,2022-08-08 22:07:09,65.7,82.4667,67.91,70,88,7.2
412,Lorengau,PG,2022-08-08 22:07:10,-2.0226,147.2712,81.19,80,77,10.36
413,Hualmay,PE,2022-08-08 22:07:10,-11.0964,-77.6139,64.6,76,20,12.01
414,Samana,DO,2022-08-08 22:07:11,19.2056,-69.3369,82.36,78,100,9.82
415,Te Anau,NZ,2022-08-08 22:07:11,-45.4167,167.7167,25.65,90,83,0.56
416,Road Town,VG,2022-08-08 22:07:11,18.4167,-64.6167,86.09,74,20,12.66
417,Agadez,NE,2022-08-08 22:07:12,19.75,10.25,88.63,37,93,19.89
418,Vanavara,RU,2022-08-08 22:08:13,60.34,102.2797,50.74,89,30,2.91
419,Zhaozhou,CN,2022-08-08 22:08:13,45.6833,125.3167,59.23,74,0,7.74
420,Narsaq,GL,2022-08-08 22:08:13,60.9167,-46.05,55.62,72,98,5.21
421,Ucluelet,CA,2022-08-08 22:08:14,48.9329,-125.5528,65.08,80,11,1.01
422,Sisimiut,GL,2022-08-08 22:04:19,66.9395,-53.6735,42.6,89,96,13.56
423,Jalu,LY,2022-08-08 22:08:14,29.0331,21.5482,83.5,49,0,14.7
424,Tautira,PF,2022-08-08 22:08:15,-17.7333,-149.15,74.84,64,19,13.35
425,Yar-Sale,RU,2022-08-08 22:08:15,66.8333,70.8333,56.07,81,51,15.68
426,Kruisfontein,ZA,2022-08-08 22:08:17,-34.0033,24.7314,56.88,91,25,7.09
427,Athabasca,CA,2022-08-08 22:08:17,54.7169,-113.2854,69.87,34,3,18.97
428,Dhidhdhoo,MV,2022-08-08 22:08:18,6.8833,73.1,80.53,83,100,17.34
429,Kearney,US,2022-08-08 22:07:17,40.6995,-99.0815,78.71,53,0,8.05
430,Westport,US,2022-08-08 22:04:06,41.1415,-73.3579,90.95,65,0,16.11
431,Karratha,AU,2022-08-08 22:08:19,-20.7377,116.8463,65.95,32,98,12.68
432,Wonthaggi,AU,2022-08-08 22:08:19,-38.6044,145.5913,43.86,91,14,4.23
433,Roncade,IT,2022-08-08 22:08:19,45.63,12.3742,78.71,53,0,13.8
434,Beringovskiy,RU,2022-08-08 22:08:20,63.05,179.3167,47.08,68,97,9.06
435,Mucuri,BR,2022-08-08 22:08:20,-18.0864,-39.5508,73.67,75,3,14.72
436,Puerto Lempira,HN,2022-08-08 22:08:21,15.2667,-83.7667,81.46,83,97,8.61
437,Tari,NG,2022-08-08 22:08:21,12.4086,4.4914,76.66,88,91,5.75
438,Labuhan,ID,2022-08-08 22:08:22,-6.8844,112.2051,76.46,82,51,10.02
439,Salinopolis,BR,2022-08-08 22:08:22,-0.6136,-47.3561,80.1,81,34,12.97
440,Salima,MW,2022-08-08 22:08:23,-13.7804,34.4587,65.59,48,0,2.66
441,San Andres,CO,2022-08-08 22:04:14,12.5847,-81.7006,84.22,84,100,10.36
442,Fort Nelson,CA,2022-08-08 22:08:24,58.8053,-122.7002,71.65,29,44,9.57
443,Fare,PF,2022-08-08 22:08:24,-16.7,-151.0167,76.87,57,71,16.55
444,Izhma,RU,2022-08-08 22:08:24,65.0083,53.9113,59.18,58,100,5.55
445,Alekseyevsk,RU,2022-08-08 22:08:25,57.8406,108.3492,49.14,93,100,1.57
446,Kondopoga,RU,2022-08-08 22:08:26,62.2057,34.2614,52.7,83,88,2.91
447,Praya,CV,2022-08-08 22:08:26,14.9215,-23.5087,79.7,80,97,7.4
448,Baiyin,CN,2022-08-08 22:08:27,36.5583,104.2081,70.2,74,44,6.13
449,Cabo San Lucas,MX,2022-08-08 22:08:27,22.8909,-109.9124,91.51,66,100,3.0
450,The Valley,AI,2022-08-08 22:08:27,18.217,-63.0578,84.81,82,7,19.15
451,Panzhihua,CN,2022-08-08 22:08:28,26.5851,101.7128,68.76,96,47,1.25
452,Buin,CL,2022-08-08 22:08:29,-33.7333,-70.75,61.12,59,0,3.31
453,Saint-Georges,GD,2022-08-08 22:08:24,12.0564,-61.7485,83.88,79,20,17.27
454,Whitianga,NZ,2022-08-08 22:08:29,-36.8333,175.7,53.46,94,100,13.67
455,Ostersund,SE,2022-08-08 22:08:29,63.1792,14.6357,61.25,55,75,11.5
456,Batemans Bay,AU,2022-08-08 22:08:30,-35.7167,150.1833,48.09,92,98,7.07
457,Araceli,PH,2022-08-08 22:08:30,10.5529,119.9913,81.59,78,74,11.05
458,Barcelos,PT,2022-08-08 22:08:31,41.5388,-8.6151,67.91,90,1,2.13
459,Killin,US,2022-08-08 22:08:31,33.6123,-91.7412,93.29,49,20,5.75
460,Virginia Beach,US,2022-08-08 22:04:50,36.8529,-75.978,95.05,62,46,1.99
461,Hambantota,LK,2022-08-08 22:08:31,6.1241,81.1185,77.34,100,20,9.22
462,Sinnamary,GF,2022-08-08 22:08:32,5.3833,-52.95,80.17,84,97,12.21
463,Susehri,TR,2022-08-08 22:09:32,40.1644,38.0867,62.29,89,5,2.24
464,Kuusamo,FI,2022-08-08 22:09:33,65.9667,29.1833,46.44,93,0,1.14
465,Arequipa,PE,2022-08-08 22:09:33,-16.3989,-71.535,62.98,28,68,6.71
466,Sandur,IN,2022-08-08 22:09:33,15.1,76.55,71.46,90,100,25.1
467,Ondjiva,AO,2022-08-08 22:09:34,-17.0667,15.7333,62.89,26,0,6.6
468,Takhtamygda,RU,2022-08-08 22:09:34,54.1,123.5667,50.16,97,100,4.9
469,Ugoofaaru,MV,2022-08-08 22:09:34,5.6667,73.0,81.05,83,100,15.68
470,Shenzhen,CN,2022-08-08 22:09:35,22.5455,114.0683,82.22,91,94,9.71
471,Yudong,CN,2022-08-08 22:09:36,29.385,106.5194,83.64,69,100,3.47
472,Chapais,CA,2022-08-08 22:09:36,49.7834,-74.8492,50.36,96,100,6.15
473,Visnes,NO,2022-08-08 22:09:37,59.3556,5.2242,57.25,94,20,2.3
474,Bowling Green,US,2022-08-08 22:04:44,36.9903,-86.4436,91.33,52,0,9.22
475,Saint-Paul,RE,2022-08-08 22:09:37,-21.0096,55.2707,65.35,80,29,5.99
476,Leningradskiy,RU,2022-08-08 22:09:38,69.3833,178.4167,37.26,78,43,3.53
477,Rabo De Peixe,PT,2022-08-08 22:09:38,37.8,-25.5833,71.11,88,75,5.75
478,Umarizal,BR,2022-08-08 22:09:38,-5.9906,-37.8144,79.61,39,4,7.45
479,Inhambane,MZ,2022-08-08 22:09:39,-23.865,35.3833,67.68,76,0,11.81
480,Sargatskoye,RU,2022-08-08 22:09:39,55.6101,73.4972,56.59,90,20,7.9
481,Siwana,IN,2022-08-08 22:09:40,25.6333,72.4167,85.53,70,12,2.01
482,Saint-Pierre,RE,2022-08-08 22:09:40,-21.3393,55.4781,64.9,71,0,9.22
483,Yumen,CN,2022-08-08 22:09:40,40.2833,97.2,65.08,65,44,13.44
484,Hearst,CA,2022-08-08 22:09:41,49.6835,-83.6665,57.09,72,93,3.47
485,Middletown,US,2022-08-08 22:09:41,39.5151,-84.3983,93.11,64,0,52.01
486,Novi Troyany,UA,2022-08-08 22:09:41,45.9427,28.8563,76.1,37,30,7.87
487,Ginir,ET,2022-08-08 22:09:42,7.1333,40.7,57.96,79,89,7.07
488,Mangan,IN,2022-08-08 22:09:42,27.5167,88.5333,76.19,93,83,1.83
489,Paragominas,BR,2022-08-08 22:09:43,-2.9667,-47.4833,79.57,54,48,3.62
490,Leicester,GB,2022-08-08 22:05:38,52.6386,-1.1317,68.68,67,7,4.45
491,Gizo,SB,2022-08-08 22:09:43,-8.103,156.8419,81.03,77,89,5.19
492,Katobu,ID,2022-08-08 22:09:44,-4.9408,122.5276,73.31,94,100,3.49
493,Cividale Del Friuli,IT,2022-08-08 22:09:44,46.0931,13.4275,75.58,80,51,6.04
494,Gainesville,US,2022-08-08 22:09:45,29.6516,-82.3248,80.71,88,40,0.0
495,Jalingo,NG,2022-08-08 22:09:46,8.8833,11.3667,74.39,91,100,3.31
496,Dabola,GN,2022-08-08 22:09:46,10.75,-11.1167,72.86,97,48,2.21
497,Gat,IL,2022-08-08 22:09:46,31.61,34.7642,79.48,63,0,3.87
498,Whitehorse,CA,2022-08-08 22:09:47,60.7161,-135.0538,65.01,47,88,13.0
499,Axim,GH,2022-08-08 22:09:47,4.8699,-2.2405,74.46,83,41,9.48
500,Opunake,NZ,2022-08-08 22:09:48,-39.4556,173.8583,50.45,91,100,27.11
501,Bemidji,US,2022-08-08 22:06:15,47.4736,-94.8803,80.19,52,0,4.61
502,Urucara,BR,2022-08-08 22:09:48,-2.5364,-57.76,81.18,67,91,1.14
503,Progreso,MX,2022-08-08 22:09:49,21.2833,-89.6667,75.31,69,71,15.03
504,Pendleton,US,2022-08-08 22:06:33,45.6721,-118.7886,107.62,13,0,9.22
505,Minudasht,IR,2022-08-08 22:10:49,37.2289,55.3747,76.82,90,100,5.3
506,Pevek,RU,2022-08-08 22:10:50,69.7008,170.3133,36.66,81,22,13.47
507,Aklavik,CA,2022-08-08 22:10:50,68.2191,-135.0107,66.65,39,72,18.43
508,Dzerzhinsk,RU,2022-08-08 22:10:51,56.2389,43.4631,66.02,100,0,2.24
509,Inuvik,CA,2022-08-08 22:10:52,68.3499,-133.7218,69.44,36,50,16.4
510,Muisne,EC,2022-08-08 22:10:52,0.6,-80.0333,74.77,83,95,10.49
511,Rio Gallegos,AR,2022-08-08 22:10:53,-51.6226,-69.2181,35.65,87,0,16.11
512,Moron,AR,2022-08-08 22:10:53,-34.6534,-58.6198,53.35,68,100,6.35
513,Marbella,ES,2022-08-08 22:10:54,36.5154,-4.8858,79.25,67,0,0.6
514,San Cristobal,VE,2022-08-08 22:10:54,7.7669,-72.225,78.98,55,11,5.82
515,Longyan,CN,2022-08-08 22:10:54,25.1072,117.0225,72.16,95,0,1.72
516,Magrath,CA,2022-08-08 22:10:55,49.4167,-112.8686,94.84,10,0,19.55
517,Fangshan,CN,2022-08-08 22:10:55,39.6983,115.9925,67.23,96,100,3.85
518,Qui Nhon,VN,2022-08-08 22:06:56,13.7667,109.2333,77.41,84,100,18.84
519,Nanchong,CN,2022-08-08 22:10:56,30.7951,106.0847,84.25,75,95,2.37
520,Shostka,UA,2022-08-08 22:10:12,51.863,33.4698,59.9,95,90,6.85
521,Vung Tau,VN,2022-08-08 22:10:56,10.346,107.0843,79.45,77,100,15.66
522,Akdepe,TM,2022-08-08 22:10:57,42.0551,59.3788,76.55,38,98,9.62
523,Gorontalo,ID,2022-08-08 22:10:57,0.5412,123.0595,73.8,94,100,2.89
524,Asau,RO,2022-08-08 22:10:57,46.4333,26.4,68.92,87,2,4.32
525,Boguchany,RU,2022-08-08 22:10:58,58.3814,97.4531,55.53,85,39,1.25
526,Bozoum,CF,2022-08-08 22:10:58,6.3193,16.3799,68.11,97,39,3.27
527,Phayao,TH,2022-08-08 22:11:01,19.25,100.25,69.55,100,100,0.4
528,Banda Aceh,ID,2022-08-08 22:11:02,5.5577,95.3222,79.11,75,100,13.18
529,Chhoti Sadri,IN,2022-08-08 22:11:02,24.3833,74.7,78.13,87,97,6.2
530,Horsham,GB,2022-08-08 22:11:03,51.064,-0.3272,67.73,71,0,5.75
531,Vikhorevka,RU,2022-08-08 22:11:03,56.1201,101.1636,51.24,95,87,1.95
532,Mfou,CM,2022-08-08 22:11:04,3.7159,11.6427,67.68,98,87,4.27
533,Zhigansk,RU,2022-08-08 22:11:04,66.7697,123.3711,53.64,82,90,9.28
534,Miles City,US,2022-08-08 22:11:05,46.4083,-105.8406,95.97,16,0,14.97
535,Arroio Dos Ratos,BR,2022-08-08 22:11:05,-30.0772,-51.7292,55.81,89,100,10.29
536,Ginda,IN,2022-08-08 22:11:06,30.6945,78.4932,65.08,86,96,3.87
537,Tecoanapa,MX,2022-08-08 22:11:06,16.5167,-98.75,85.5,65,100,10.11
538,Novyy Urengoy,RU,2022-08-08 22:11:07,66.0833,76.6333,69.93,60,48,8.66
539,Luwuk,ID,2022-08-08 22:11:07,-0.9516,122.7875,76.03,87,72,3.96
540,Komsomolskiy,UZ,2022-08-08 22:11:08,40.4272,71.7189,77.72,33,0,4.61
541,Severo-Yeniseyskiy,RU,2022-08-08 22:11:08,60.3725,93.0408,52.77,89,100,1.88
542,Weyburn,CA,2022-08-08 22:11:09,49.6668,-103.8511,93.74,15,0,6.98
543,Tiksi,RU,2022-08-08 22:11:09,71.6872,128.8694,48.94,95,100,2.51
544,Nelson Bay,AU,2022-08-08 22:11:10,-32.7167,152.15,53.01,95,94,10.0
545,Skeldon,GY,2022-08-08 22:11:11,5.8833,-57.1333,79.48,81,66,5.39
546,Sao Joao Da Barra,BR,2022-08-08 22:11:11,-21.6403,-41.0511,71.73,86,87,4.12
547,Bubaque,GW,2022-08-08 22:11:11,11.2833,-15.8333,80.08,82,85,17.22
548,Ponta Delgada,PT,2022-08-08 22:12:12,37.7333,-25.6667,72.32,88,75,5.75
549,Klaksvik,FO,2022-08-08 22:12:12,62.2266,-6.589,52.72,89,89,12.75
550,Mancio Lima,BR,2022-08-08 22:12:13,-7.6142,-72.8958,82.87,69,70,2.04
551,Honiara,SB,2022-08-08 22:12:13,-9.4333,159.95,80.02,85,70,4.43
552,Namibe,AO,2022-08-08 22:12:13,-15.1961,12.1522,62.96,89,48,2.71
553,Constitucion,CL,2022-08-08 22:12:14,-35.3333,-72.4167,51.94,82,0,10.83
554,Dharchula,IN,2022-08-08 22:12:14,29.85,80.5333,73.8,87,87,3.6
555,Tigil,RU,2022-08-08 22:12:14,57.8,158.6667,67.68,60,6,3.91
556,Dovolnoye,RU,2022-08-08 22:12:15,54.4958,79.6671,57.33,95,4,6.82
557,Sokoni,TZ,2022-08-08 22:12:15,-6.4333,39.55,75.11,74,67,15.01
558,Tadine,NC,2022-08-08 22:12:16,-21.55,167.8833,70.84,72,98,15.21
559,Nieves,PH,2022-08-08 22:12:16,15.3274,120.9485,74.25,93,100,2.48
560,Desaguadero,PE,2022-08-08 22:12:16,-16.5656,-69.0417,50.59,45,90,10.98
561,Port-Cartier,CA,2022-08-08 22:09:03,50.0334,-66.8654,60.75,62,100,6.76
562,Severka,RU,2022-08-08 22:12:18,56.8688,60.3015,56.64,94,54,2.28
563,Ulaanbaatar,MN,2022-08-08 22:11:43,47.9077,106.8832,50.13,76,20,4.47
564,Sivaki,RU,2022-08-08 22:12:14,52.6333,126.75,50.11,97,100,7.78
565,Saint-Denis,FR,2022-08-08 22:12:18,48.9167,2.3333,74.08,53,0,12.66
566,Ploemeur,FR,2022-08-08 22:12:19,47.7333,-3.4333,68.95,62,0,13.8
567,Biltine,TD,2022-08-08 22:12:19,14.5333,20.9167,79.54,76,82,10.74
568,Bay City,US,2022-08-08 22:12:19,43.5945,-83.8889,79.12,76,100,16.11
569,Mecca,SA,2022-08-08 22:08:42,21.4267,39.8261,88.3,63,49,8.57
570,Slave Lake,CA,2022-08-08 22:12:20,55.2834,-114.769,67.3,37,8,16.22
